ident_ind;ident_men;ident_log;NOI;SEXE;LIEN_01;LIEN_02;LIEN_03;LIEN_04;LIEN_05;LIEN_06;LIEN_07;LIEN_08;LIEN_09;LIEN_10;tr_age
820000295300001;8200002953000;820000295300;01;2;00;03;;;;;;;;;De 50 à 64 ans
820000295300002;8200002953000;820000295300;02;1;02;00;;;;;;;;;Moins de 18 ans
820000295400001;8200002954000;820000295400;01;2;00;;;;;;;;;;De 50 à 64 ans
820000295500001;8200002955000;820000295500;01;2;00;01;;;;;;;;;De 50 à 64 ans
820000295500002;8200002955000;820000295500;02;1;01;00;;;;;;;;;De 50 à 64 ans
820000296100001;8200002961000;820000296100;01;2;00;01;;;;;;;;;De 50 à 64 ans
820000296100002;8200002961000;820000296100;02;1;01;00;;;;;;;;;De 50 à 64 ans
820000296200001;8200002962000;820000296200;01;1;00;01;03;;;;;;;;De 35 à 49 ans
820000296200002;8200002962000;820000296200;02;2;01;00;03;;;;;;;;De 35 à 49 ans
820000296200003;8200002962000;820000296200;03;2;02;02;00;;;;;;;;Moins de 18 ans
820000296300001;8200002963000;820000296300;01;2;00;;;;;;;;;;De 35 à 49 ans
820000296400001;8200002964000;820000296400;01;2;00;;;;;;;;;;De 50 à 64 ans
820000296500001;8200002965000;820000296500;01;2;00;01;03;03;;;;;;;De 50 à 64 ans
820000296500002;8200002965000;820000296500;02;1;01;00;03;03;;;;;;;De 50 à 64 ans
820000296500003;8200002965000;820000296500;03;2;02;02;00;10;;;;;;;De 25 à 34 ans
820000296500004;8200002965000;820000296500;04;1;02;02;10;00;;;;;;;De 35 à 49 ans
820000301200001;8200003012000;820000301200;01;1;00;01;32;03;32;;;;;;De 25 à 34 ans
820000301200002;8200003012000;820000301200;02;2;01;00;03;03;03;;;;;;De 35 à 49 ans
820000301200003;8200003012000;820000301200;03;1;31;02;00;10;10;;;;;;Moins de 18 ans
820000301200004;8200003012000;820000301200;04;1;02;02;10;00;10;;;;;;Moins de 18 ans
820000301200005;8200003012000;820000301200;05;1;31;02;10;10;00;;;;;;De 18 à 25 ans
820000301300001;8200003013000;820000301300;01;2;00;50;50;03;03;03;50;;;;De 25 à 34 ans
820000301300002;8200003013000;820000301300;02;2;50;00;01;50;50;50;03;;;;De 35 à 49 ans
820000301300003;8200003013000;820000301300;03;1;50;01;00;50;50;50;32;;;;De 35 à 49 ans
820000301300004;8200003013000;820000301300;04;2;02;50;50;00;10;10;50;;;;Moins de 18 ans
820000301300005;8200003013000;820000301300;05;1;02;50;50;10;00;10;50;;;;Moins de 18 ans
820000301300006;8200003013000;820000301300;06;1;02;50;50;10;10;00;50;;;;Moins de 18 ans
820000301300007;8200003013000;820000301300;07;1;50;02;31;50;50;50;00;;;;Moins de 18 ans
820000301400001;8200003014000;820000301400;01;1;00;01;;;;;;;;;De 50 à 64 ans
820000301400002;8200003014000;820000301400;02;2;01;00;;;;;;;;;De 50 à 64 ans
820000301500001;8200003015000;820000301500;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
820000301500002;8200003015000;820000301500;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
820000301500003;8200003015000;820000301500;03;2;02;02;00;10;;;;;;;Moins de 18 ans
820000301500004;8200003015000;820000301500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
820000302500001;8200003025000;820000302500;01;1;00;01;;;;;;;;;De 65 à 74 ans
820000302500002;8200003025000;820000302500;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000303500001;8200003035000;820000303500;01;2;00;01;;;;;;;;;75 ans et plus
820000303500002;8200003035000;820000303500;02;1;01;00;;;;;;;;;De 50 à 64 ans
820000304100001;8200003041000;820000304100;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
820000304100002;8200003041000;820000304100;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
820000304100003;8200003041000;820000304100;03;1;02;02;00;10;;;;;;;Moins de 18 ans
820000304100004;8200003041000;820000304100;04;1;02;02;10;00;;;;;;;Moins de 18 ans
820000304200001;8200003042000;820000304200;01;1;00;;;;;;;;;;De 50 à 64 ans
820000304500001;8200003045000;820000304500;01;2;00;01;;;;;;;;;De 50 à 64 ans
820000304500002;8200003045000;820000304500;02;1;01;00;;;;;;;;;De 50 à 64 ans
820000305200001;8200003052000;820000305200;01;1;00;01;03;03;;;;;;;De 25 à 34 ans
820000305200002;8200003052000;820000305200;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
820000305200003;8200003052000;820000305200;03;1;02;02;00;10;;;;;;;Moins de 18 ans
820000305200004;8200003052000;820000305200;04;1;02;02;10;00;;;;;;;Moins de 18 ans
820000305300001;8200003053000;820000305300;01;2;00;01;03;03;;;;;;;De 35 à 49 ans
820000305300002;8200003053000;820000305300;02;1;01;00;03;03;;;;;;;De 50 à 64 ans
820000305300003;8200003053000;820000305300;03;2;02;02;00;10;;;;;;;Moins de 18 ans
820000305300004;8200003053000;820000305300;04;2;02;02;10;00;;;;;;;Moins de 18 ans
820000305400001;8200003054000;820000305400;01;1;00;01;03;;;;;;;;De 35 à 49 ans
820000305400002;8200003054000;820000305400;02;2;01;00;03;;;;;;;;De 25 à 34 ans
820000305400003;8200003054000;820000305400;03;2;02;02;00;;;;;;;;Moins de 18 ans
820000306100001;8200003061000;820000306100;01;2;00;;;;;;;;;;75 ans et plus
820000306200001;8200003062000;820000306200;01;2;00;01;03;03;;;;;;;De 25 à 34 ans
820000306200002;8200003062000;820000306200;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
820000306200003;8200003062000;820000306200;03;1;02;02;00;10;;;;;;;Moins de 18 ans
820000306200004;8200003062000;820000306200;04;2;02;02;10;00;;;;;;;Moins de 18 ans
820000311200001;8200003112000;820000311200;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
820000311200002;8200003112000;820000311200;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
820000311200003;8200003112000;820000311200;03;1;02;02;00;10;;;;;;;Moins de 18 ans
820000311200004;8200003112000;820000311200;04;1;02;02;10;00;;;;;;;De 18 à 25 ans
820000311300001;8200003113000;820000311300;01;2;00;;;;;;;;;;De 35 à 49 ans
820000311400001;8200003114000;820000311400;01;1;00;;;;;;;;;;De 35 à 49 ans
820000311500001;8200003115000;820000311500;01;1;00;01;03;;;;;;;;De 25 à 34 ans
820000311500002;8200003115000;820000311500;02;2;01;00;03;;;;;;;;De 25 à 34 ans
820000311500003;8200003115000;820000311500;03;2;02;02;00;;;;;;;;Moins de 18 ans
820000312200001;8200003122000;820000312200;01;1;00;01;;;;;;;;;De 50 à 64 ans
820000312200002;8200003122000;820000312200;02;2;01;00;;;;;;;;;De 50 à 64 ans
820000312300001;8200003123000;820000312300;01;2;00;03;;;;;;;;;De 65 à 74 ans
820000312300002;8200003123000;820000312300;02;1;02;00;;;;;;;;;De 35 à 49 ans
820000312400001;8200003124000;820000312400;01;1;00;;;;;;;;;;De 50 à 64 ans
820000312500001;8200003125000;820000312500;01;1;00;01;;;;;;;;;De 65 à 74 ans
820000312500002;8200003125000;820000312500;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000313200001;8200003132000;820000313200;01;1;00;01;03;03;03;;;;;;De 35 à 49 ans
820000313200002;8200003132000;820000313200;02;2;01;00;03;03;03;;;;;;De 35 à 49 ans
820000313200003;8200003132000;820000313200;03;2;02;02;00;10;10;;;;;;Moins de 18 ans
820000313200004;8200003132000;820000313200;04;2;02;02;10;00;10;;;;;;Moins de 18 ans
820000313200005;8200003132000;820000313200;05;1;02;02;10;10;00;;;;;;Moins de 18 ans
820000313400001;8200003134000;820000313400;01;2;00;;;;;;;;;;75 ans et plus
820000313500001;8200003135000;820000313500;01;1;00;01;03;;;;;;;;De 50 à 64 ans
820000313500002;8200003135000;820000313500;02;2;01;00;03;;;;;;;;De 50 à 64 ans
820000313500003;8200003135000;820000313500;03;1;02;02;00;;;;;;;;De 18 à 25 ans
820000314200001;8200003142000;820000314200;01;2;00;01;;;;;;;;;De 65 à 74 ans
820000314200002;8200003142000;820000314200;02;1;01;00;;;;;;;;;De 65 à 74 ans
820000314400001;8200003144000;820000314400;01;2;00;01;03;03;;;;;;;De 25 à 34 ans
820000314400002;8200003144000;820000314400;02;1;01;00;03;03;;;;;;;De 35 à 49 ans
820000314400003;8200003144000;820000314400;03;2;02;02;00;10;;;;;;;Moins de 18 ans
820000314400004;8200003144000;820000314400;04;2;02;02;10;00;;;;;;;Moins de 18 ans
820000314500001;8200003145000;820000314500;01;1;00;01;03;03;03;;;;;;De 35 à 49 ans
820000314500002;8200003145000;820000314500;02;2;01;00;03;03;03;;;;;;De 25 à 34 ans
820000314500003;8200003145000;820000314500;03;1;02;02;00;10;10;;;;;;Moins de 18 ans
820000314500004;8200003145000;820000314500;04;1;02;02;10;00;10;;;;;;Moins de 18 ans
820000314500005;8200003145000;820000314500;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
820000315200001;8200003152000;820000315200;01;2;00;03;03;01;;;;;;;De 50 à 64 ans
820000315200002;8200003152000;820000315200;02;2;02;00;10;31;;;;;;;De 35 à 49 ans
820000315200003;8200003152000;820000315200;03;1;02;10;00;02;;;;;;;Moins de 18 ans
820000315200004;8200003152000;820000315200;04;1;01;32;03;00;;;;;;;De 50 à 64 ans
820000315400001;8200003154000;820000315400;01;1;00;01;03;;;;;;;;De 50 à 64 ans
820000315400002;8200003154000;820000315400;02;2;01;00;03;;;;;;;;De 50 à 64 ans
820000315400003;8200003154000;820000315400;03;2;02;02;00;;;;;;;;De 18 à 25 ans
820000315500001;8200003155000;820000315500;01;1;00;;;;;;;;;;De 25 à 34 ans
820000316400001;8200003164000;820000316400;01;1;00;01;;;;;;;;;75 ans et plus
820000316400002;8200003164000;820000316400;02;2;01;00;;;;;;;;;75 ans et plus
820000316500001;8200003165000;820000316500;01;1;00;01;03;03;03;03;;;;;De 65 à 74 ans
820000316500002;8200003165000;820000316500;02;2;01;00;03;03;03;03;;;;;De 50 à 64 ans
820000316500003;8200003165000;820000316500;03;2;02;02;00;10;10;10;;;;;De 25 à 34 ans
820000316500004;8200003165000;820000316500;04;2;02;02;10;00;10;10;;;;;De 25 à 34 ans
820000316500005;8200003165000;820000316500;05;2;02;02;10;10;00;10;;;;;De 25 à 34 ans
820000316500006;8200003165000;820000316500;06;1;02;02;10;10;10;00;;;;;De 18 à 25 ans
820000321200001;8200003212000;820000321200;01;2;00;01;03;03;03;;;;;;De 25 à 34 ans
820000321200002;8200003212000;820000321200;02;1;01;00;03;03;03;;;;;;De 35 à 49 ans
820000321200003;8200003212000;820000321200;03;1;02;02;00;10;10;;;;;;Moins de 18 ans
820000321200004;8200003212000;820000321200;04;2;02;02;10;00;10;;;;;;Moins de 18 ans
820000321200005;8200003212000;820000321200;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
820000321300001;8200003213000;820000321300;01;1;00;03;03;01;32;;;;;;De 35 à 49 ans
820000321300002;8200003213000;820000321300;02;2;02;00;10;02;10;;;;;;Moins de 18 ans
820000321300003;8200003213000;820000321300;03;2;02;10;00;02;10;;;;;;Moins de 18 ans
820000321300004;8200003213000;820000321300;04;2;01;03;03;00;03;;;;;;De 25 à 34 ans
820000321300005;8200003213000;820000321300;05;1;31;10;10;02;00;;;;;;Moins de 18 ans
820000321400001;8200003214000;820000321400;01;1;00;01;32;03;;;;;;;De 25 à 34 ans
820000321400002;8200003214000;820000321400;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
820000321400003;8200003214000;820000321400;03;1;31;02;00;10;;;;;;;Moins de 18 ans
820000321400004;8200003214000;820000321400;04;1;02;02;10;00;;;;;;;Moins de 18 ans
820000321500001;8200003215000;820000321500;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
820000321500002;8200003215000;820000321500;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
820000321500003;8200003215000;820000321500;03;2;02;02;00;10;;;;;;;Moins de 18 ans
820000321500004;8200003215000;820000321500;04;2;02;02;10;00;;;;;;;Moins de 18 ans
820000322200001;8200003222000;820000322200;01;1;00;01;03;;;;;;;;De 50 à 64 ans
820000322200002;8200003222000;820000322200;02;2;01;00;03;;;;;;;;De 50 à 64 ans
820000322200003;8200003222000;820000322200;03;2;02;02;00;;;;;;;;De 18 à 25 ans
820000322300001;8200003223000;820000322300;01;2;00;03;;;;;;;;;De 50 à 64 ans
820000322300002;8200003223000;820000322300;02;1;02;00;;;;;;;;;De 25 à 34 ans
820000322400001;8200003224000;820000322400;01;1;00;01;03;;;;;;;;De 35 à 49 ans
820000322400002;8200003224000;820000322400;02;2;01;00;03;;;;;;;;De 25 à 34 ans
820000322400003;8200003224000;820000322400;03;1;02;02;00;;;;;;;;Moins de 18 ans
820000323200001;8200003232000;820000323200;01;1;00;01;;;;;;;;;75 ans et plus
820000323200002;8200003232000;820000323200;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000323400001;8200003234000;820000323400;01;2;00;01;;;;;;;;;De 50 à 64 ans
820000323400002;8200003234000;820000323400;02;1;01;00;;;;;;;;;De 50 à 64 ans
820000323500001;8200003235000;820000323500;01;2;00;;;;;;;;;;De 65 à 74 ans
820000324200001;8200003242000;820000324200;01;1;00;01;03;03;;;;;;;De 50 à 64 ans
820000324200002;8200003242000;820000324200;02;2;01;00;03;03;;;;;;;De 50 à 64 ans
820000324200003;8200003242000;820000324200;03;2;02;02;00;10;;;;;;;De 18 à 25 ans
820000324200004;8200003242000;820000324200;04;2;02;02;10;00;;;;;;;De 18 à 25 ans
820000324400001;8200003244000;820000324400;01;2;00;01;;;;;;;;;75 ans et plus
820000324400002;8200003244000;820000324400;02;1;01;00;;;;;;;;;De 65 à 74 ans
820000325200001;8200003252000;820000325200;01;2;00;03;;;;;;;;;De 35 à 49 ans
820000325200002;8200003252000;820000325200;02;1;02;00;;;;;;;;;De 18 à 25 ans
820000325300001;8200003253000;820000325300;01;1;00;;;;;;;;;;De 25 à 34 ans
820000325400001;8200003254000;820000325400;01;1;00;;;;;;;;;;De 35 à 49 ans
820000326200001;8200003262000;820000326200;01;1;00;01;;;;;;;;;75 ans et plus
820000326200002;8200003262000;820000326200;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000326400001;8200003264000;820000326400;01;2;00;01;;;;;;;;;De 50 à 64 ans
820000326400002;8200003264000;820000326400;02;1;01;00;;;;;;;;;De 50 à 64 ans
820000331200001;8200003312000;820000331200;01;2;00;01;03;;;;;;;;De 25 à 34 ans
820000331200002;8200003312000;820000331200;02;1;01;00;03;;;;;;;;De 25 à 34 ans
820000331200003;8200003312000;820000331200;03;2;02;02;00;;;;;;;;Moins de 18 ans
820000331500001;8200003315000;820000331500;01;1;00;01;;;;;;;;;De 65 à 74 ans
820000331500002;8200003315000;820000331500;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000332400001;8200003324000;820000332400;01;2;00;;;;;;;;;;75 ans et plus
820000332500001;8200003325000;820000332500;01;1;00;01;03;03;03;;;;;;De 35 à 49 ans
820000332500002;8200003325000;820000332500;02;2;01;00;03;03;03;;;;;;De 35 à 49 ans
820000332500003;8200003325000;820000332500;03;1;02;02;00;10;10;;;;;;Moins de 18 ans
820000332500004;8200003325000;820000332500;04;1;02;02;10;00;10;;;;;;Moins de 18 ans
820000332500005;8200003325000;820000332500;05;2;02;02;10;10;00;;;;;;Moins de 18 ans
820000333200001;8200003332000;820000333200;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
820000333200002;8200003332000;820000333200;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
820000333200003;8200003332000;820000333200;03;1;02;02;00;10;;;;;;;Moins de 18 ans
820000333200004;8200003332000;820000333200;04;2;02;02;10;00;;;;;;;Moins de 18 ans
820000333300001;8200003333000;820000333300;01;2;00;;;;;;;;;;75 ans et plus
820000333400001;8200003334000;820000333400;01;1;00;;;;;;;;;;75 ans et plus
820000333500001;8200003335000;820000333500;01;1;00;;;;;;;;;;De 25 à 34 ans
820000334200001;8200003342000;820000334200;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
820000334200002;8200003342000;820000334200;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
820000334200003;8200003342000;820000334200;03;2;02;02;00;10;;;;;;;Moins de 18 ans
820000334200004;8200003342000;820000334200;04;1;02;02;10;00;;;;;;;Moins de 18 ans
820000334300001;8200003343000;820000334300;01;1;00;01;;;;;;;;;De 65 à 74 ans
820000334300002;8200003343000;820000334300;02;2;01;00;;;;;;;;;75 ans et plus
820000334500001;8200003345000;820000334500;01;2;00;01;;;;;;;;;De 50 à 64 ans
820000334500002;8200003345000;820000334500;02;1;01;00;;;;;;;;;De 50 à 64 ans
820000335200001;8200003352000;820000335200;01;1;00;01;03;03;;;;;;;De 25 à 34 ans
820000335200002;8200003352000;820000335200;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
820000335200003;8200003352000;820000335200;03;1;02;02;00;10;;;;;;;Moins de 18 ans
820000335200004;8200003352000;820000335200;04;1;02;02;10;00;;;;;;;Moins de 18 ans
820000335400001;8200003354000;820000335400;01;1;00;01;;;;;;;;;De 25 à 34 ans
820000335400002;8200003354000;820000335400;02;2;01;00;;;;;;;;;De 18 à 25 ans
820000335500001;8200003355000;820000335500;01;1;00;01;03;03;32;32;;;;;De 50 à 64 ans
820000335500002;8200003355000;820000335500;02;2;01;00;32;32;03;03;;;;;De 35 à 49 ans
820000335500003;8200003355000;820000335500;03;2;02;31;00;10;50;50;;;;;De 18 à 25 ans
820000335500004;8200003355000;820000335500;04;1;02;31;10;00;50;50;;;;;De 18 à 25 ans
820000335500005;8200003355000;820000335500;05;2;31;02;50;50;00;10;;;;;Moins de 18 ans
820000335500006;8200003355000;820000335500;06;2;31;02;50;50;10;00;;;;;Moins de 18 ans
820000336300001;8200003363000;820000336300;01;1;00;01;03;03;03;;;;;;De 35 à 49 ans
820000336300002;8200003363000;820000336300;02;2;01;00;32;32;32;;;;;;De 35 à 49 ans
820000336300003;8200003363000;820000336300;03;2;02;31;00;10;10;;;;;;De 18 à 25 ans
820000336300004;8200003363000;820000336300;04;2;02;31;10;00;10;;;;;;Moins de 18 ans
820000336300005;8200003363000;820000336300;05;1;02;31;10;10;00;;;;;;Moins de 18 ans
820000336400001;8200003364000;820000336400;01;2;00;;;;;;;;;;75 ans et plus
820000336500001;8200003365000;820000336500;01;2;00;10;;;;;;;;;De 65 à 74 ans
820000336500002;8200003365000;820000336500;02;2;10;00;;;;;;;;;De 65 à 74 ans
820000341200001;8200003412000;820000341200;01;1;00;;;;;;;;;;De 35 à 49 ans
820000341400001;8200003414000;820000341400;01;1;00;01;03;03;;;;;;;De 25 à 34 ans
820000341400002;8200003414000;820000341400;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
820000341400003;8200003414000;820000341400;03;2;02;02;00;10;;;;;;;Moins de 18 ans
820000341400004;8200003414000;820000341400;04;1;02;02;10;00;;;;;;;Moins de 18 ans
820000341500001;8200003415000;820000341500;01;1;00;01;;;;;;;;;De 65 à 74 ans
820000341500002;8200003415000;820000341500;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000342200001;8200003422000;820000342200;01;1;00;01;32;32;;;;;;;De 50 à 64 ans
820000342200002;8200003422000;820000342200;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
820000342200003;8200003422000;820000342200;03;1;31;02;00;10;;;;;;;Moins de 18 ans
820000342200004;8200003422000;820000342200;04;2;31;02;10;00;;;;;;;Moins de 18 ans
820000342300001;8200003423000;820000342300;01;2;00;;;;;;;;;;De 18 à 25 ans
820000342400001;8200003424000;820000342400;01;2;00;01;03;03;03;;;;;;De 25 à 34 ans
820000342400002;8200003424000;820000342400;02;1;01;00;03;03;03;;;;;;De 35 à 49 ans
820000342400003;8200003424000;820000342400;03;2;02;02;00;10;10;;;;;;Moins de 18 ans
820000342400004;8200003424000;820000342400;04;2;02;02;10;00;10;;;;;;Moins de 18 ans
820000342400005;8200003424000;820000342400;05;1;02;02;10;10;00;;;;;;Moins de 18 ans
820000342500001;8200003425000;820000342500;01;2;00;01;;;;;;;;;De 65 à 74 ans
820000342500002;8200003425000;820000342500;02;1;01;00;;;;;;;;;De 65 à 74 ans
820000343200001;8200003432000;820000343200;01;2;00;01;;;;;;;;;75 ans et plus
820000343200002;8200003432000;820000343200;02;1;01;00;;;;;;;;;75 ans et plus
820000343300001;8200003433000;820000343300;01;2;00;02;;;;;;;;;De 18 à 25 ans
820000343300002;8200003433000;820000343300;02;2;03;00;;;;;;;;;De 50 à 64 ans
820000343400001;8200003434000;820000343400;01;2;00;40;;;;;;;;;De 50 à 64 ans
820000343400002;8200003434000;820000343400;02;1;40;00;;;;;;;;;De 65 à 74 ans
820000343500001;8200003435000;820000343500;01;1;00;01;32;;;;;;;;De 50 à 64 ans
820000343500002;8200003435000;820000343500;02;2;01;00;03;;;;;;;;De 50 à 64 ans
820000343500003;8200003435000;820000343500;03;1;31;02;00;;;;;;;;De 18 à 25 ans
820000344200001;8200003442000;820000344200;01;2;00;01;03;;;;;;;;De 50 à 64 ans
820000344200002;8200003442000;820000344200;02;1;01;00;03;;;;;;;;De 50 à 64 ans
820000344200003;8200003442000;820000344200;03;1;02;02;00;;;;;;;;De 18 à 25 ans
820000344300001;8200003443000;820000344300;01;1;00;01;;;;;;;;;De 25 à 34 ans
820000344300002;8200003443000;820000344300;02;2;01;00;;;;;;;;;De 25 à 34 ans
820000344500001;8200003445000;820000344500;01;2;00;;;;;;;;;;De 50 à 64 ans
820000345200001;8200003452000;820000345200;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
820000345200002;8200003452000;820000345200;02;2;01;00;03;03;;;;;;;De 25 à 34 ans
820000345200003;8200003452000;820000345200;03;1;02;02;00;10;;;;;;;Moins de 18 ans
820000345200004;8200003452000;820000345200;04;1;02;02;10;00;;;;;;;Moins de 18 ans
820000345300001;8200003453000;820000345300;01;1;00;;;;;;;;;;De 35 à 49 ans
820000345400001;8200003454000;820000345400;01;1;00;01;;;;;;;;;De 65 à 74 ans
820000345400002;8200003454000;820000345400;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000346400001;8200003464000;820000346400;01;1;00;01;;;;;;;;;De 65 à 74 ans
820000346400002;8200003464000;820000346400;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000346500101;8200003465001;820000346500;01;2;00;01;03;;;;;;;;De 65 à 74 ans
820000346500102;8200003465001;820000346500;02;1;01;00;03;;;;;;;;De 65 à 74 ans
820000351500001;8200003515000;820000351500;01;2;00;01;03;;;;;;;;De 65 à 74 ans
820000351500002;8200003515000;820000351500;02;1;01;00;03;;;;;;;;75 ans et plus
820000351500003;8200003515000;820000351500;03;1;02;02;00;;;;;;;;De 35 à 49 ans
820000352200001;8200003522000;820000352200;01;1;00;01;;;;;;;;;De 50 à 64 ans
820000352200002;8200003522000;820000352200;02;2;01;00;;;;;;;;;De 50 à 64 ans
820000352300001;8200003523000;820000352300;01;1;00;;;;;;;;;;De 50 à 64 ans
820000352400001;8200003524000;820000352400;01;2;00;;;;;;;;;;75 ans et plus
820000352500001;8200003525000;820000352500;01;1;00;02;02;10;;;;;;;De 18 à 25 ans
820000352500002;8200003525000;820000352500;02;1;03;00;01;03;;;;;;;De 35 à 49 ans
820000352500003;8200003525000;820000352500;03;2;03;01;00;03;;;;;;;De 35 à 49 ans
820000352500004;8200003525000;820000352500;04;2;10;02;02;00;;;;;;;Moins de 18 ans
820000353300001;8200003533000;820000353300;01;2;00;;;;;;;;;;De 25 à 34 ans
820000353500001;8200003535000;820000353500;01;1;00;01;;;;;;;;;De 65 à 74 ans
820000353500002;8200003535000;820000353500;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000354300001;8200003543000;820000354300;01;2;00;01;03;;;;;;;;De 35 à 49 ans
820000354300002;8200003543000;820000354300;02;1;01;00;03;;;;;;;;De 35 à 49 ans
820000354300003;8200003543000;820000354300;03;1;02;02;00;;;;;;;;Moins de 18 ans
820000354500001;8200003545000;820000354500;01;1;00;01;;;;;;;;;75 ans et plus
820000354500002;8200003545000;820000354500;02;2;01;00;;;;;;;;;De 65 à 74 ans
820000355200001;8200003552000;820000355200;01;2;00;01;03;;;;;;;;De 35 à 49 ans
820000355200002;8200003552000;820000355200;02;1;01;00;03;;;;;;;;De 35 à 49 ans
820000355200003;8200003552000;820000355200;03;1;02;02;00;;;;;;;;Moins de 18 ans
820000355300001;8200003553000;820000355300;01;2;00;;;;;;;;;;De 35 à 49 ans
820000355400001;8200003554000;820000355400;01;1;00;01;32;32;;;;;;;De 35 à 49 ans
820000355400002;8200003554000;820000355400;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
820000355400003;8200003554000;820000355400;03;2;31;02;00;10;;;;;;;Moins de 18 ans
820000355400004;8200003554000;820000355400;04;2;31;02;10;00;;;;;;;Moins de 18 ans
820000355500001;8200003555000;820000355500;01;1;00;01;03;03;32;32;;;;;De 35 à 49 ans
820000355500002;8200003555000;820000355500;02;2;01;00;32;32;03;03;;;;;De 25 à 34 ans
820000355500003;8200003555000;820000355500;03;2;02;31;00;10;50;50;;;;;Moins de 18 ans
820000355500004;8200003555000;820000355500;04;1;02;31;10;00;50;50;;;;;Moins de 18 ans
820000355500005;8200003555000;820000355500;05;1;31;02;50;50;00;10;;;;;Moins de 18 ans
820000355500006;8200003555000;820000355500;06;1;31;02;50;50;10;00;;;;;Moins de 18 ans
820000356400001;8200003564000;820000356400;01;2;00;01;03;;;;;;;;De 50 à 64 ans
820000356400002;8200003564000;820000356400;02;1;01;00;03;;;;;;;;De 50 à 64 ans
820000356400003;8200003564000;820000356400;03;2;02;02;00;;;;;;;;De 18 à 25 ans
820000356500001;8200003565000;820000356500;01;2;00;01;;;;;;;;;75 ans et plus
820000356500002;8200003565000;820000356500;02;1;01;00;;;;;;;;;75 ans et plus
820000361400001;8200003614000;820000361400;01;1;00;;;;;;;;;;De 35 à 49 ans
820000361500001;8200003615000;820000361500;01;1;00;01;03;03;;;;;;;De 35 à 49 ans
820000361500002;8200003615000;820000361500;02;2;01;00;03;03;;;;;;;De 35 à 49 ans
820000361500003;8200003615000;820000361500;03;1;02;02;00;10;;;;;;;Moins de 18 ans
820000361500004;8200003615000;820000361500;04;1;02;02;10;00;;;;;;;Moins de 18 ans
820000362200001;8200003622000;820000362200;01;1;00;01;03;;;;;;;;De 50 à 64 ans
820000362200002;8200003622000;820000362200;02;2;01;00;03;;;;;;;;De 50 à 64 ans
820000362200003;8200003622000;820000362200;03;2;02;02;00;;;;;;;;De 18 à 25 ans
820000362300001;8200003623000;820000362300;01;2;00;;;;;;;;;;75 ans et plus
820000362400001;8200003624000;820000362400;01;1;00;;;;;;;;;;De 18 à 25 ans
820000363200001;8200003632000;820000363200;01;2;00;01;;;;;;;;;De 50 à 64 ans
820000363200002;8200003632000;820000363200;02;1;01;00;;;;;;;;;De 50 à 64 ans
820000363300001;8200003633000;820000363300;01;2;00;;;;;;;;;;De 18 à 25 ans
820000363400001;8200003634000;820000363400;01;1;00;;;;;;;;;;75 ans et plus
820000363500001;8200003635000;820000363500;01;2;00;01;03;03;03;;;;;;De 35 à 49 ans
820000363500002;8200003635000;820000363500;02;1;01;00;03;03;03;;;;;;De 35 à 49 ans
820000363500003;8200003635000;820000363500;03;1;02;02;00;10;10;;;;;;De 18 à 25 ans
820000363500004;8200003635000;820000363500;04;2;02;02;10;00;10;;;;;;Moins de 18 ans
820000363500005;8200003635000;820000363500;05;1;02;02;10;10;00;;;;;;Moins de 18 ans
820000364200001;8200003642000;820000364200;01;2;00;01;;;;;;;;;De 25 à 34 ans
820000364200002;8200003642000;820000364200;02;1;01;00;;;;;;;;;De 25 à 34 ans
820000364300001;8200003643000;820000364300;01;2;00;;;;;;;;;;De 25 à 34 ans
