IDENT_NUMVEH;IDENT_MEN;NUM_VEH;pond_veh;ANNEE_1mec;ANNEE_acq;age_mois_veh;KVAVCAT2R;KVCYLIND2R;KVQUICON2R01;KVQUICON2R02;KVQUICON2R03;KVQUICON2R04;KVQUICON2R05;KVQUICON2R06;KVQUICON2R07;KVQUICON2R08;KVQUICON2R09;KVQUICON2R10;KVQUICON2R11;KVQUICON2R12;KVQUICON2R13;KVQUICON2R14;KVQUICON2R15;KVQUICON2R16;KVQUICON2R17;KVQUICON2R18;KVQUICON2R19;KVQUICON2R20;KVQUICON2R21;KVQUICONP2R;KVPARK2R;KVKM1AN2R;KVKM1AN2RT
910000034400006;9100000344000;06;1718.5220907;1990;2015;338;1;;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
910000034500006;9100000345000;06;1227.3390396;.;2013;;1;;3;;;;;;;;;;;;;;;;;;;;;;2;;9
910000046500006;9100000465000;06;1354.8936786;2013;2018;71;1;1202;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
910000052500006;9100000525000;06;2745.899243;1995;2009;277;1;;1;;;;;;;;;;;;;;;;;;;;;;1;5500;
910000053100006;9100000531000;06;1578.2122016;2010;2010;98;1;125;1;;;;;;;;;;;;;;;;;;;;;;2;200;
910000065200006;9100000652000;06;1110.2598787;2009;2018;119;1;1187;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
910000065200007;9100000652000;07;1110.2598787;1986;2009;395;3;499;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
910000066300006;9100000663000;06;3532.3577132;.;2015;;2;;1;;;;;;;;;;;;;;;;;;;;;;3;5000;
910000071500006;9100000715000;06;2344.3620797;.;2017;;1;50;3;;;;;;;;;;;;;;;;;;;;;;1;;3
910000074200006;9100000742000;06;2162.3641505;2010;2016;95;1;649;1;;;;;;;;;;;;;;;;;;;;;;1;29880;
910000075500006;9100000755000;06;1385.7536772;1997;1997;257;1;;2;;;;;;;;;;;;;;;;;;;;;;1;12000;
910000082800006;9100000828000;06;1563.935353;2014;2016;47;1;1043;2;;;;;;;;;;;;;;;;;;;;;;1;4000;
910000093500006;9100000935000;06;4044.3757955;.;.;;1;110;1;;;;;;;;;;;;;;;;;;;;;;1;;9
910000095800006;9100000958000;06;1315.7664602;2006;2011;149;2;124;1;;;;;;;;;;;;;;;;;;;;;;1;2700;
910000122400006;9100001224000;06;1927.9844608;2017;2017;10;1;493;2;;;;;;;;;;;;;;;;;;;;;;2;;2
910000136500006;9100001365000;06;1291.974955;1982;.;443;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;9
910000155500006;9100001555000;06;1585.9919099;2014;.;60;1;748;2;;;;;;;;;;;;;;;;;;;;;;1;500;
910000156500006;9100001565000;06;2359.6407535;.;.;;1;1200;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
910000165500006;9100001655000;06;857.57396744;1999;2015;237;1;;2;;;;;;;;;;;;;;;;;;;;;;1;2500;
910000165500007;9100001655000;07;857.57396744;2011;2011;88;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;500;
910000211500006;9100002115000;06;1250.286671;.;.;;1;125;3;2;;;;;;;;;;;;;;;;;;;;3;1;;2
910000211500007;9100002115000;07;1250.286671;.;.;;1;250;2;3;;;;;;;;;;;;;;;;;;;;2;1;300;
910000233500006;9100002335000;06;1376.155295;2008;2013;119;3;49.9;1;;;;;;;;;;;;;;;;;;;;;;1;300;
910000263400006;9100002634000;06;3206.4480219;2012;2018;74;1;1043;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
910000275500006;9100002755000;06;1199.2300763;2003;2005;186;1;;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
910000291500006;9100002915000;06;2018.5181085;.;2017;;2;500;1;;;;;;;;;;;;;;;;;;;;;;2;2000;
910000292500006;9100002925000;06;1944.5656518;1991;2018;323;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;;1
910000303400006;9100003034000;06;2886.9548053;2016;2016;27;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;700;
910000304500006;9100003045000;06;1299.048029;.;.;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;8200;
910000305500007;9100003055000;07;1306.5172019;2011;2011;95;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;300;
910000305500006;9100003055000;06;1306.5172019;1995;1996;280;1;;1;;;;;;;;;;;;;;;;;;;;;;1;100;
910000323500006;9100003235000;06;1935.9395381;.;2007;;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;9
910000325500006;9100003255000;06;1788.3544887;2007;2007;134;1;656;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
910000334500206;9100003345002;06;1759.6417352;2009;2017;114;1;400;2;;;;;;;;;;;;;;;;;;;;;;1;2000;
910000341500006;9100003415000;06;911.6249445;2011;2016;86;1;600;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
910000341500007;9100003415000;07;911.6249445;.;.;;1;400;1;;;;;;;;;;;;;;;;;;;;;;1;;9
910000342500006;9100003425000;06;1387.5841125;2010;2010;99;1;1202;2;;;;;;;;;;;;;;;;;;;;;;1;100;
910000344400006;9100003444000;06;1979.1297179;2014;2016;54;3;49;2;21;;;;;;;;;;;;;;;;;;;;21;3;900;
910000351400006;9100003514000;06;2280.0651186;2015;2015;37;2;125;1;;;;;;;;;;;;;;;;;;;;;;2;2500;
910000355500006;9100003555000;06;1309.964888;2002;2016;199;1;600;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
910000371500006;9100003715000;06;4193.753253;2015;2018;36;1;689;3;;;;;;;;;;;;;;;;;;;;;;1;;1
910000384400006;9100003844000;06;7655.444494;1973;.;545;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;2
910000384500006;9100003845000;06;2399.1210814;.;2018;;1;1200;2;;;;;;;;;;;;;;;;;;;;;;1;;4
910000391500006;9100003915000;06;4425.9536072;.;.;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;2
910000424400006;9100004244000;06;1404.316037;2001;2009;213;2;;1;;;;;;;;;;;;;;;;;;;;;;1;3500;
910000424500006;9100004245000;06;1264.3805338;2002;2011;198;1;125;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
910000424500007;9100004245000;07;1264.3805338;2012;2012;73;2;49.5;5;;;;;;;;;;;;;;;;;;;;;;1;3000;
910000436400006;9100004364000;06;2327.2175012;1992;.;318;1;1340;1;;;;;;;;;;;;;;;;;;;;;;1;;5
910000436500006;9100004365000;06;1503.6754794;2003;2003;190;1;;1;;;;;;;;;;;;;;;;;;;;;;1;100;
910000441400006;9100004414000;06;2164.9822747;2008;2008;117;1;656;2;;;;;;;;;;;;;;;;;;;;;;1;100;
910000452500006;9100004525000;06;2791.7625701;1996;2015;264;1;;1;;;;;;;;;;;;;;;;;;;;;;1;20;
910000456500006;9100004565000;06;1778.5564059;2014;2019;60;2;49;5;;;;;;;;;;;;;;;;;;;;;;1;900;
910000456500007;9100004565000;07;1778.5564059;1998;2012;249;3;49.9;4;;;;;;;;;;;;;;;;;;;;;;2;2000;
910000473400006;9100004734000;06;2066.02903;2010;2017;98;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;20;
910000514500006;9100005145000;06;1423.0897812;2018;2018;2;1;847;2;;;;;;;;;;;;;;;;;;;;;;1;500;
930000013500006;9300000135000;06;1780.9807256;.;.;;2;;2;;;;;;;;;;;;;;;;;;;;;;1;;3
930000021200006;9300000212000;06;1178.2382541;2008;2014;121;2;399;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
930000021500006;9300000215000;06;1626.824074;1967;2016;609;2;;1;;;;;;;;;;;;;;;;;;;;;;1;1500;
930000021500007;9300000215000;07;1626.824074;2008;2017;124;2;125;1;2;;;;;;;;;;;;;;;;;;;;1;1;2000;
930000022500006;9300000225000;06;1980.0952184;2005;2004;159;2;124;1;;;;;;;;;;;;;;;;;;;;;;2;2000;
930000031400006;9300000314000;06;2300.2025244;2016;2016;24;1;1133;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
930000031400007;9300000314000;07;2300.2025244;2018;2018;2;1;803;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
930000031500006;9300000315000;06;2008.4913767;.;2013;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;9
930000042400006;9300000424000;06;3543.5574653;2010;2015;99;2;499;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
930000043500006;9300000435000;06;2788.2535616;2016;2016;28;3;49;4;;;;;;;;;;;;;;;;;;;;;;2;1600;
930000046200006;9300000462000;06;1764.1908661;2012;2018;81;2;49.2;3;;;;;;;;;;;;;;;;;;;;;;1;;3
930000053500006;9300000535000;06;1757.3087705;.;.;;1;1100;1;;;;;;;;;;;;;;;;;;;;;;2;5000;
930000065400006;9300000654000;06;4471.4792851;2018;2018;3;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;1600;
930000082500006;9300000825000;06;1578.7502473;2013;2013;62;1;1170;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
930000093500006;9300000935000;06;2651.460519;2011;2011;84;1;849;1;;;;;;;;;;;;;;;;;;;;;;1;12000;
930000113400006;9300001134000;06;2424.6574909;2001;2001;209;1;;2;;;;;;;;;;;;;;;;;;;;;;4;200;
930000113500006;9300001135000;06;938.24048592;2018;2018;7;2;399;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
930000126500006;9300001265000;06;1471.3568666;2010;2010;100;1;660;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
930000143400006;9300001434000;06;4412.4755422;.;.;;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;;9
930000143800006;9300001438000;06;862.10964577;2010;2018;96;1;649;2;;;;;;;;;;;;;;;;;;;;;;1;;9
930000151500006;9300001515000;06;1285.153313;2005;2010;152;1;1449;1;;;;;;;;;;;;;;;;;;;;;;1;10000;
930000153500006;9300001535000;06;2888.5980579;2006;2012;150;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;;1
930000175500006;9300001755000;06;1905.7814332;2013;2013;62;2;124;2;1;;;;;;;;;;;;;;;;;;;;2;1;11000;
930000183400006;9300001834000;06;4039.0641136;2015;2015;35;1;1202;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
930000183400007;9300001834000;07;4039.0641136;.;2018;;2;50;4;;;;;;;;;;;;;;;;;;;;;;4;1000;
930000183500006;9300001835000;06;1467.1803618;.;.;;2;125;1;;;;;;;;;;;;;;;;;;;;;;2;300;
930000193400006;9300001934000;06;2926.5163347;.;.;;2;;2;;;;;;;;;;;;;;;;;;;;;;2;;9
930000201400006;9300002014000;06;3642.5303422;2013;2014;64;2;249.8;1;;;;;;;;;;;;;;;;;;;;;;1;3300;
930000201400007;9300002014000;07;3642.5303422;.;2016;;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;8000;
930000201400008;9300002014000;08;3642.5303422;.;2017;;2;50;3;;;;;;;;;;;;;;;;;;;;;;1;3000;
930000214400006;9300002144000;06;2930.8469369;.;.;;1;1200;2;;;;;;;;;;;;;;;;;;;;;;2;3000;
930000236400006;9300002364000;06;4125.6095424;2016;2016;37;2;125;2;;;;;;;;;;;;;;;;;;;;;;2;2389;
930000236400007;9300002364000;07;4125.6095424;.;2009;;2;;1;;;;;;;;;;;;;;;;;;;;;;2;1140;
930000241500006;9300002415000;06;736.4170602;2012;2012;71;1;124;2;;;;;;;;;;;;;;;;;;;;;;1;200;
930000261500006;9300002615000;06;2201.5146673;1996;2011;261;1;;1;;;;;;;;;;;;;;;;;;;;;;1;200;
930000273500006;9300002735000;06;1490.6189038;.;.;;1;1300;2;;;;;;;;;;;;;;;;;;;;;;1;;6
930000274500006;9300002745000;06;1958.5819445;2008;2008;127;1;599;2;;;;;;;;;;;;;;;;;;;;;;2;;2
930000285300006;9300002853000;06;3455.8398318;2012;2012;78;2;124.7;1;;;;;;;;;;;;;;;;;;;;;;1;6000;
930000286400006;9300002864000;06;3400.1138889;2006;2016;154;1;599;1;;;;;;;;;;;;;;;;;;;;;;1;15000;
930000301300006;9300003013000;06;1682.1259732;2016;2016;24;2;49;1;;;;;;;;;;;;;;;;;;;;;;1;6500;
930000305400006;9300003054000;06;1963.6605806;2003;2007;189;2;;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
930000324500006;9300003245000;06;2777.7128127;2017;2017;16;1;1202;1;;;;;;;;;;;;;;;;;;;;;;1;1600;
930000335500006;9300003355000;06;1324.8899663;.;.;;1;;1;;;;;;;;;;;;;;;;;;;;;;2;;1
930000344500006;9300003445000;06;1230.7540385;2005;2017;165;1;996;2;;;;;;;;;;;;;;;;;;;;;;2;4000;
930000346300006;9300003463000;06;3496.127951;2016;2016;32;1;847;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
930000346300007;9300003463000;07;3496.127951;2008;2012;132;2;399;1;;;;;;;;;;;;;;;;;;;;;;1;5000;
930000354500006;9300003545000;06;3281.9088739;.;.;;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;250;
930000356400006;9300003564000;06;3805.7616146;1992;2018;318;1;600;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
930000375500006;9300003755000;06;1210.7853071;2006;.;154;1;599;2;;;;;;;;;;;;;;;;;;;;;;1;;1
930000385500006;9300003855000;06;1636.2010614;2010;.;107;2;124.7;2;;;;;;;;;;;;;;;;;;;;;;2;;9
930000392500006;9300003925000;06;1760.8435774;2016;2016;22;2;124.7;2;;;;;;;;;;;;;;;;;;;;;;5;3500;
930000395500006;9300003955000;06;1449.1315003;1989;.;356;1;;1;;;;;;;;;;;;;;;;;;;;;;1;100;
930000431500006;9300004315000;06;1325.875256;2008;2008;121;2;125;1;;;;;;;;;;;;;;;;;;;;;;2;3000;
930000441500006;9300004415000;06;1354.9724019;2016;2016;17;2;279;1;;;;;;;;;;;;;;;;;;;;;;1;;2
930000445400006;9300004454000;06;2734.8818696;2003;.;186;1;;2;;;;;;;;;;;;;;;;;;;;;;1;50;
930000484500006;9300004845000;06;2041.1684497;2013;2013;65;2;278;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
930000485500006;9300004855000;06;874.80940896;.;2017;;1;;3;;;;;;;;;;;;;;;;;;;;;;2;;1
930000511400006;9300005114000;06;2331.8736434;2008;2008;116;1;599;2;;;;;;;;;;;;;;;;;;;;;;1;8000;
930000512500006;9300005125000;06;1164.2708043;2002;2015;191;1;125;2;;;;;;;;;;;;;;;;;;;;;;1;500;
930000515500006;9300005155000;06;2000.725487;.;.;;2;;3;;;;;;;;;;;;;;;;;;;;;;1;5;
930000532500006;9300005325000;06;1694.8920208;2008;2016;120;1;1170;2;;;;;;;;;;;;;;;;;;;;;;1;10000;
930000542400006;9300005424000;06;2203.4885953;1999;1999;225;1;;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
930000565500006;9300005655000;06;1065.5969696;.;2017;;1;1200;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
930000576500006;9300005765000;06;2486.1905335;1993;2010;306;1;;1;;;;;;;;;;;;;;;;;;;;;;1;2000;
930000601500006;9300006015000;06;2202.5968847;2012;2016;68;1;1202;1;;;;;;;;;;;;;;;;;;;;;;1;2500;
930000625400006;9300006254000;06;2988.7535877;2012;2015;79;2;;2;;;;;;;;;;;;;;;;;;;;;;1;30;
930000646400006;9300006464000;06;2636.4223693;2014;2016;60;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;4000;
930000646400007;9300006464000;07;2636.4223693;2014;2016;62;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;500;
930000653500006;9300006535000;06;1474.6483228;2007;.;129;2;124;2;;;;;;;;;;;;;;;;;;;;;;1;;3
930000663400006;9300006634000;06;1481.2497009;2012;2018;77;1;670;1;;;;;;;;;;;;;;;;;;;;;;2;950;
930000665500006;9300006655000;06;1046.8875827;2005;2015;165;1;1170;2;;;;;;;;;;;;;;;;;;;;;;1;10000;
930000671400006;9300006714000;06;2038.9523738;2008;2009;120;2;125;2;;;;;;;;;;;;;;;;;;;;;;2;3000;
930000684500006;9300006845000;06;1645.8439614;2010;2017;103;2;124.8;1;;;;;;;;;;;;;;;;;;;;;;2;;9
930000686500006;9300006865000;06;4717.1295606;.;2015;;1;530;2;;;;;;;;;;;;;;;;;;;;;;1;5000;
930000715400006;9300007154000;06;3430.6732589;2013;2013;65;2;124;2;;;;;;;;;;;;;;;;;;;;;;4;600;
930000715400007;9300007154000;07;3430.6732589;2013;2013;65;2;125;1;;;;;;;;;;;;;;;;;;;;;;4;3000;
930000733500006;9300007335000;06;2441.7286581;.;.;;2;50;;;;;;;;;;;;;;;;;;;;;;;2;1000;
930000735500006;9300007355000;06;2383.5056002;2005;2010;161;1;748;1;;;;;;;;;;;;;;;;;;;;;;2;50;
930000741500006;9300007415000;06;1706.2235228;.;.;;2;;3;;;;;;;;;;;;;;;;;;;;;;2;;6
930000745400006;9300007454000;06;1807.3642388;.;2016;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;3
930000771500006;9300007715000;06;1432.8466554;2001;.;201;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;6
930000784500006;9300007845000;06;2217.2191666;.;2016;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;30000;
930000785500006;9300007855000;06;4159.9292137;2006;2018;146;1;398;3;;;;;;;;;;;;;;;;;;;;;;1;;2
930000786500006;9300007865000;06;2414.4018931;2004;.;182;2;499;1;21;;;;;;;;;;;;;;;;;;;;1;1;800;
930000796500006;9300007965000;06;4371.5084301;.;.;;2;125;1;2;3;;;;;;;;;;;;;;;;;;;1;1;1000;
930000796500007;9300007965000;07;4371.5084301;.;.;;1;1500;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
930000796500008;9300007965000;08;4371.5084301;.;.;;1;1500;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
930000796500009;9300007965000;09;4371.5084301;.;.;;2;50;3;;;;;;;;;;;;;;;;;;;;;;1;1000;
930000823400006;9300008234000;06;5014.4224604;2001;2011;205;1;1130;1;;;;;;;;;;;;;;;;;;;;;;2;4000;
930000836400006;9300008364000;06;3400.3692819;.;.;;2;50;1;;;;;;;;;;;;;;;;;;;;;;1;200;
930000855500006;9300008555000;06;1726.1470146;2017;2017;24;1;1868;1;;;;;;;;;;;;;;;;;;;;;;2;5000;
930000863400006;9300008634000;06;5523.3943842;.;.;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;9
930000881500006;9300008815000;06;3514.5889199;1998;2016;233;1;;2;;;;;;;;;;;;;;;;;;;;;;1;1000;
930000882400006;9300008824000;06;3279.2064639;2010;2010;92;2;125;1;;;;;;;;;;;;;;;;;;;;;;2;;3
930000902500007;9300009025000;07;1884.4022034;2006;2018;149;2;50;2;;;;;;;;;;;;;;;;;;;;;;1;150;
930000902500006;9300009025000;06;1884.4022034;1997;2015;248;1;;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
930000906400006;9300009064000;06;1679.3848836;.;.;;1;1200;3;;;;;;;;;;;;;;;;;;;;;;2;;2
930000915500006;9300009155000;06;1619.6168453;2017;2017;19;2;125;2;;;;;;;;;;;;;;;;;;;;;;1;1500;
930000924500006;9300009245000;06;1620.1831418;2000;2018;224;1;;2;;;;;;;;;;;;;;;;;;;;;;1;500;
930000942500006;9300009425000;06;1710.2670807;2003;2009;183;1;;2;;;;;;;;;;;;;;;;;;;;;;1;3000;
930000962400006;9300009624000;06;3136.8666497;2012;2013;72;2;125;1;;;;;;;;;;;;;;;;;;;;;;4;42000;
930001005400006;9300010054000;06;3717.1051155;.;2017;;1;1750;3;;;;;;;;;;;;;;;;;;;;;;2;10000;
930001005400007;9300010054000;07;3717.1051155;.;.;;2;125;3;;;;;;;;;;;;;;;;;;;;;;2;10000;
930001042400006;9300010424000;06;1828.6868201;.;.;;2;49;1;;;;;;;;;;;;;;;;;;;;;;1;3000;
930001071400006;9300010714000;06;5025.3485469;1955;2003;759;1;;1;;;;;;;;;;;;;;;;;;;;;;1;4500;
930001102400006;9300011024000;06;2536.7175574;2009;2008;113;2;125;1;;;;;;;;;;;;;;;;;;;;;;1;1000;
